project_id,project_name,state,district,subdivision,block,project_type,contractor,je_incharge,ae_incharge,original_cost_cr,original_duration_months,elapsed_months,cumulative_expenditure_cr,physical_progress_pct,delayed_milestones_count,revisions_count,land_acquisition_risk_score,material_inflation_idx,planned_progress_pct,schedule_variance_pct,spend_burn_rate,cost_overrun_pct,time_overrun_months
BHR_BEG_2026_2979,Urban Storm Drainage & Flood Embankment Protection - Begusarai Rural Area (Begusarai),Bihar,Begusarai,Begusarai Rural Sub-Division,Begusarai Rural Area,Urban Storm Drainage & Flood Embankment Protection,NCC Limited,"Er. Vikash Kumar (Site Camp, Begusarai Rural Area)","Er. M. P. Sinha (Div Office, Begusarai)",2317.7,30,12,1147.13,35.8,2,2,8.8,130.5,40.0,-4.2,95.59,64.5,36.3
BHR_KHA_2026_2980,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply - Khagaria North Block (Khagaria),Bihar,Khagaria,Khagaria Rural Sub-Division,Khagaria North Block,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply,NCC Limited,"Er. Vikash Kumar (Site Camp, Khagaria North Block)","Er. K. K. Jha (Div Office, Khagaria)",646.36,31,5,100.32,14.8,4,0,4.7,125.0,16.1,-1.3,20.06,34.8,25.5
BHR_KIS_2026_2981,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply - Kishanganj Rural Area (Kishanganj),Bihar,Kishanganj,Kishanganj Rural Sub-Division,Kishanganj Rural Area,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply,Patel Engineering,"Er. Manoj Tiwary (Site Camp, Kishanganj Rural Area)","Er. Sunil Verma (Div Office, Kishanganj)",1000.39,32,8,243.05,25.8,6,1,7.4,134.4,25.0,0.8,30.38,54.3,37.9
BHR_SIW_2026_2982,National/State Highway 4-Lane Road Work - Siwan South Block (Siwan),Bihar,Siwan,Siwan Rural Sub-Division,Siwan South Block,National/State Highway 4-Lane Road Work,Dilip Buildcon Ltd.,"Er. Manoj Tiwary (Site Camp, Siwan South Block)","Er. K. K. Jha (Div Office, Siwan)",267.31,29,33,316.05,93.5,2,0,3.4,109.3,100.0,-6.5,9.58,20.2,13.2
BHR_BEG_2026_2983,National/State Highway 4-Lane Road Work - Begusarai East Block (Begusarai),Bihar,Begusarai,Begusarai Sadar Sub-Division,Begusarai East Block,National/State Highway 4-Lane Road Work,NCC Limited,"Er. Vikash Kumar (Site Camp, Begusarai East Block)","Er. M. P. Sinha (Div Office, Begusarai)",491.93,45,41,407.05,78.4,2,1,4.4,137.9,91.1,-12.7,9.93,50.7,28.0
BHR_MAD_2026_2984,Railway Overbridge (ROB) & Flyover Construction - Madhepura West Block (Madhepura),Bihar,Madhepura,Madhepura Sadar Sub-Division,Madhepura West Block,Railway Overbridge (ROB) & Flyover Construction,Bihar Dynamic Infra - Joint Venture,"Er. S. N. Pandey (Site Camp, Madhepura West Block)","Er. K. K. Jha (Div Office, Madhepura)",1601.95,18,6,638.56,30.5,3,1,3.2,132.8,33.3,-2.8,106.43,48.1,20.4
BHR_VAI_2026_2985,Railway Double Line & Track Electrification Work - Vaishali (Hajipur) Rural Area (Vaishali (Hajipur)),Bihar,Vaishali (Hajipur),Vaishali (Hajipur) Rural Sub-Division,Vaishali (Hajipur) Rural Area,Railway Double Line & Track Electrification Work,Patel Engineering,"Er. A. K. Mishra (Site Camp, Vaishali (Hajipur) Rural Area)","Er. Rajeshwar Prasad (Div Office, Vaishali (Hajipur))",3621.0,31,35,2802.48,57.0,4,3,7.0,127.4,100.0,-43.0,80.07,96.6,59.3
BHR_KIS_2026_2986,Railway Double Line & Track Electrification Work - Kishanganj East Block (Kishanganj),Bihar,Kishanganj,Kishanganj Sadar Sub-Division,Kishanganj East Block,Railway Double Line & Track Electrification Work,L&T Infrastructure Limited,"Er. Vikash Kumar (Site Camp, Kishanganj East Block)","Er. M. P. Sinha (Div Office, Kishanganj)",1192.84,46,34,469.11,29.7,2,2,8.0,132.4,73.9,-44.2,13.8,78.6,47.6
BHR_BUX_2026_2987,Railway Double Line & Track Electrification Work - Buxar South Block (Buxar),Bihar,Buxar,Buxar Rural Sub-Division,Buxar South Block,Railway Double Line & Track Electrification Work,Dilip Buildcon Ltd.,"Er. S. N. Pandey (Site Camp, Buxar South Block)","Er. M. P. Sinha (Div Office, Buxar)",447.23,51,45,280.16,55.9,3,0,6.8,126.9,88.2,-32.4,6.23,53.6,34.0
BHR_SHE_2026_2988,Railway Double Line & Track Electrification Work - Sheikhpura South Block (Sheikhpura),Bihar,Sheikhpura,Sheikhpura Rural Sub-Division,Sheikhpura South Block,Railway Double Line & Track Electrification Work,Tata Projects Ltd.,"Er. A. K. Mishra (Site Camp, Sheikhpura South Block)","Er. Sunil Verma (Div Office, Sheikhpura)",321.55,28,18,104.52,33.6,2,0,3.0,118.5,64.3,-30.7,5.81,30.5,22.5
BHR_EAS_2026_2989,Railway Overbridge (ROB) & Flyover Construction - Turkaulia (East Champaran (Motihari)),Bihar,East Champaran (Motihari),Motihari Sadar Sub-Div,Turkaulia,Railway Overbridge (ROB) & Flyover Construction,Bihar Dynamic Infra - Joint Venture,"Er. S. N. Pandey (Site Camp, Turkaulia)","Er. Rajeshwar Prasad (Div Office, East Champaran (Motihari))",2629.97,22,6,671.66,24.8,2,0,4.7,115.9,27.3,-2.5,111.94,23.8,17.4
BHR_BEG_2026_2990,Railway Double Line & Track Electrification Work - Begusarai West Block (Begusarai),Bihar,Begusarai,Begusarai Sadar Sub-Division,Begusarai West Block,Railway Double Line & Track Electrification Work,NCC Limited,"Er. S. N. Pandey (Site Camp, Begusarai West Block)","Er. M. P. Sinha (Div Office, Begusarai)",3285.01,51,34,1625.13,35.8,4,0,9.4,137.2,66.7,-30.8,47.8,63.7,37.0
BHR_GAY_2026_2991,Railway Overbridge (ROB) & Flyover Construction - Gurua (Gaya),Bihar,Gaya,Sherghati Sub-Div,Gurua,Railway Overbridge (ROB) & Flyover Construction,NCC Limited,"Er. A. K. Mishra (Site Camp, Gurua)","Er. M. P. Sinha (Div Office, Gaya)",389.89,33,15,125.42,25.0,1,2,5.6,135.5,45.5,-20.4,8.36,58.2,35.9
BHR_SIW_2026_2992,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply - Siwan Central (Siwan),Bihar,Siwan,Siwan Sadar Sub-Division,Siwan Central,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply,Bihar Dynamic Infra - Joint Venture,"Er. Manoj Tiwary (Site Camp, Siwan Central)","Er. K. K. Jha (Div Office, Siwan)",1496.52,48,46,972.13,57.3,1,0,6.7,123.8,95.8,-38.5,21.13,42.4,25.1
BHR_AUR_2026_2993,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply - Aurangabad Rural Area (Aurangabad),Bihar,Aurangabad,Aurangabad Rural Sub-Division,Aurangabad Rural Area,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply,NCC Limited,"Er. A. K. Mishra (Site Camp, Aurangabad Rural Area)","Er. M. P. Sinha (Div Office, Aurangabad)",2028.23,41,18,899.72,35.7,5,0,8.4,132.9,43.9,-8.2,49.98,50.1,32.5
BHR_ARW_2026_2994,Railway Overbridge (ROB) & Flyover Construction - Arwal Rural Area (Arwal),Bihar,Arwal,Arwal Rural Sub-Division,Arwal Rural Area,Railway Overbridge (ROB) & Flyover Construction,Dilip Buildcon Ltd.,"Er. Vikash Kumar (Site Camp, Arwal Rural Area)","Er. Rajeshwar Prasad (Div Office, Arwal)",3469.57,55,15,501.52,15.3,1,0,9.4,137.2,27.3,-12.0,33.43,47.6,21.7
BHR_KAI_2026_2995,Urban Storm Drainage & Flood Embankment Protection - Kaimur South Block (Kaimur),Bihar,Kaimur,Kaimur Rural Sub-Division,Kaimur South Block,Urban Storm Drainage & Flood Embankment Protection,GVR Infra Projects,"Er. R. K. Singh (Site Camp, Kaimur South Block)","Er. K. K. Jha (Div Office, Kaimur)",1106.96,39,44,672.63,42.3,2,0,7.8,115.1,100.0,-57.7,15.29,51.6,35.3
BHR_SIT_2026_2996,Railway Double Line & Track Electrification Work - Sitamarhi East Block (Sitamarhi),Bihar,Sitamarhi,Sitamarhi Sadar Sub-Division,Sitamarhi East Block,Railway Double Line & Track Electrification Work,Afcons Infrastructure,"Er. A. K. Mishra (Site Camp, Sitamarhi East Block)","Er. Sunil Verma (Div Office, Sitamarhi)",1716.39,38,45,1267.3,65.4,1,0,3.8,115.6,100.0,-34.6,28.16,31.2,19.8
BHR_BEG_2026_2997,National/State Highway 4-Lane Road Work - Begusarai South Block (Begusarai),Bihar,Begusarai,Begusarai Rural Sub-Division,Begusarai South Block,National/State Highway 4-Lane Road Work,Patel Engineering,"Er. S. N. Pandey (Site Camp, Begusarai South Block)","Er. K. K. Jha (Div Office, Begusarai)",676.69,59,28,347.59,44.1,1,0,8.0,136.7,47.5,-3.3,12.41,36.7,18.0
BHR_DAR_2026_2998,Urban Storm Drainage & Flood Embankment Protection - Biraul (Darbhanga),Bihar,Darbhanga,Benipur Sub-Div,Biraul,Urban Storm Drainage & Flood Embankment Protection,Patel Engineering,"Er. R. K. Singh (Site Camp, Biraul)","Er. Rajeshwar Prasad (Div Office, Darbhanga)",2096.29,32,10,824.25,29.1,4,1,3.0,136.2,31.2,-2.2,82.42,48.6,26.0
BHR_AUR_2026_2999,Urban Storm Drainage & Flood Embankment Protection - Aurangabad Rural Area (Aurangabad),Bihar,Aurangabad,Aurangabad Rural Sub-Division,Aurangabad Rural Area,Urban Storm Drainage & Flood Embankment Protection,Afcons Infrastructure,"Er. A. K. Mishra (Site Camp, Aurangabad Rural Area)","Er. M. P. Sinha (Div Office, Aurangabad)",1399.16,29,26,855.19,54.9,1,3,5.0,126.8,89.7,-34.7,32.89,79.7,41.9
BHR_LAK_2026_3000,Urban Storm Drainage & Flood Embankment Protection - Lakhisarai West Block (Lakhisarai),Bihar,Lakhisarai,Lakhisarai Sadar Sub-Division,Lakhisarai West Block,Urban Storm Drainage & Flood Embankment Protection,NCC Limited,"Er. R. K. Singh (Site Camp, Lakhisarai West Block)","Er. M. P. Sinha (Div Office, Lakhisarai)",3098.32,43,42,1752.09,58.6,0,1,5.5,134.5,97.7,-39.1,41.72,51.7,25.8
BHR_WES_2026_3001,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply - West Champaran (Bettiah) North Block (West Champaran (Bettiah)),Bihar,West Champaran (Bettiah),West Champaran (Bettiah) Rural Sub-Division,West Champaran (Bettiah) North Block,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply,Bihar Dynamic Infra - Joint Venture,"Er. A. K. Mishra (Site Camp, West Champaran (Bettiah) North Block)","Er. K. K. Jha (Div Office, West Champaran (Bettiah))",492.96,24,18,366.84,68.8,2,0,7.5,113.9,75.0,-6.2,20.38,30.3,22.3
BHR_SIW_2026_3002,Railway Double Line & Track Electrification Work - Siwan North Block (Siwan),Bihar,Siwan,Siwan Rural Sub-Division,Siwan North Block,Railway Double Line & Track Electrification Work,L&T Infrastructure Limited,"Er. A. K. Mishra (Site Camp, Siwan North Block)","Er. Sunil Verma (Div Office, Siwan)",3591.3,35,35,2178.93,49.3,4,3,7.4,133.2,100.0,-50.7,62.26,94.3,60.0
BHR_SUP_2026_3003,Railway Double Line & Track Electrification Work - Supaul Sadar (Supaul),Bihar,Supaul,Supaul Sadar Sub-Division,Supaul Sadar,Railway Double Line & Track Electrification Work,L&T Infrastructure Limited,"Er. Vikash Kumar (Site Camp, Supaul Sadar)","Er. Sunil Verma (Div Office, Supaul)",869.48,58,25,413.99,39.8,3,0,9.1,117.9,43.1,-3.3,16.56,37.7,24.6
BHR_BAN_2026_3004,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply - Banka Sadar (Banka),Bihar,Banka,Banka Sadar Sub-Division,Banka Sadar,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply,Bihar Dynamic Infra - Joint Venture,"Er. S. N. Pandey (Site Camp, Banka Sadar)","Er. Sunil Verma (Div Office, Banka)",1737.4,44,4,162.78,6.5,2,0,5.0,131.6,9.1,-2.6,40.7,31.5,10.7
BHR_EAS_2026_3005,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply - Dhaka (East Champaran (Motihari)),Bihar,East Champaran (Motihari),Sikrahna (Dhaka) Sub-Div,Dhaka,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply,NCC Limited,"Er. Manoj Tiwary (Site Camp, Dhaka)","Er. M. P. Sinha (Div Office, East Champaran (Motihari))",2358.81,55,23,1081.87,36.2,1,0,8.1,133.4,41.8,-5.6,47.04,39.1,15.2
BHR_SUP_2026_3006,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply - Supaul East Block (Supaul),Bihar,Supaul,Supaul Sadar Sub-Division,Supaul East Block,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply,Patel Engineering,"Er. Manoj Tiwary (Site Camp, Supaul East Block)","Er. Sunil Verma (Div Office, Supaul)",2009.02,55,49,1638.45,86.9,3,1,3.0,132.7,89.1,-2.2,33.44,46.1,20.3
BHR_BHA_2026_3007,National/State Highway 4-Lane Road Work - Rangra Chowk (Bhagalpur),Bihar,Bhagalpur,Naugachia Sub-Div,Rangra Chowk,National/State Highway 4-Lane Road Work,Tata Projects Ltd.,"Er. S. N. Pandey (Site Camp, Rangra Chowk)","Er. M. P. Sinha (Div Office, Bhagalpur)",2473.69,33,29,711.37,33.7,5,0,4.2,132.6,87.9,-54.2,24.53,63.6,35.6
BHR_SHE_2026_3008,Railway Overbridge (ROB) & Flyover Construction - Sheohar Central (Sheohar),Bihar,Sheohar,Sheohar Sadar Sub-Division,Sheohar Central,Railway Overbridge (ROB) & Flyover Construction,GVR Infra Projects,"Er. Manoj Tiwary (Site Camp, Sheohar Central)","Er. Sunil Verma (Div Office, Sheohar)",1896.9,27,27,1465.95,79.5,1,2,3.2,136.7,100.0,-20.5,54.29,58.6,29.9
BHR_LAK_2026_3009,Railway Double Line & Track Electrification Work - Lakhisarai South Block (Lakhisarai),Bihar,Lakhisarai,Lakhisarai Rural Sub-Division,Lakhisarai South Block,Railway Double Line & Track Electrification Work,Bihar Dynamic Infra - Joint Venture,"Er. A. K. Mishra (Site Camp, Lakhisarai South Block)","Er. M. P. Sinha (Div Office, Lakhisarai)",1200.24,50,53,794.87,47.4,3,1,3.1,121.9,100.0,-52.6,15.0,59.5,39.8
BHR_PAT_2026_3010,Urban Storm Drainage & Flood Embankment Protection - Dulhin Bazar (Patna),Bihar,Patna,Paliganj Sub-Div,Dulhin Bazar,Urban Storm Drainage & Flood Embankment Protection,NCC Limited,"Er. R. K. Singh (Site Camp, Dulhin Bazar)","Er. K. K. Jha (Div Office, Patna)",1769.43,29,22,1001.7,53.0,2,0,8.4,121.8,75.9,-22.8,45.53,40.1,23.2
BHR_ARW_2026_3011,Railway Overbridge (ROB) & Flyover Construction - Arwal South Block (Arwal),Bihar,Arwal,Arwal Rural Sub-Division,Arwal South Block,Railway Overbridge (ROB) & Flyover Construction,Dilip Buildcon Ltd.,"Er. A. K. Mishra (Site Camp, Arwal South Block)","Er. Sunil Verma (Div Office, Arwal)",3261.93,19,19,1133.39,39.0,3,1,8.1,126.1,100.0,-61.0,59.65,72.3,50.2
BHR_SAM_2026_3012,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply - Samastipur North Block (Samastipur),Bihar,Samastipur,Samastipur Rural Sub-Division,Samastipur North Block,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply,L&T Infrastructure Limited,"Er. Vikash Kumar (Site Camp, Samastipur North Block)","Er. M. P. Sinha (Div Office, Samastipur)",731.99,23,13,474.72,47.4,5,3,4.0,133.9,56.5,-9.1,36.52,81.1,42.1
BHR_SUP_2026_3013,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply - Supaul West Block (Supaul),Bihar,Supaul,Supaul Sadar Sub-Division,Supaul West Block,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply,GVR Infra Projects,"Er. Vikash Kumar (Site Camp, Supaul West Block)","Er. M. P. Sinha (Div Office, Supaul)",600.34,46,22,311.26,41.8,1,2,8.6,128.1,47.8,-6.0,14.15,61.9,32.1
BHR_ARW_2026_3014,Urban Storm Drainage & Flood Embankment Protection - Arwal Central (Arwal),Bihar,Arwal,Arwal Sadar Sub-Division,Arwal Central,Urban Storm Drainage & Flood Embankment Protection,Tata Projects Ltd.,"Er. Vikash Kumar (Site Camp, Arwal Central)","Er. Rajeshwar Prasad (Div Office, Arwal)",3383.21,58,51,2960.69,64.9,5,1,7.6,121.2,87.9,-23.1,58.05,66.3,42.2
BHR_DAR_2026_3015,Railway Overbridge (ROB) & Flyover Construction - Keoti (Darbhanga),Bihar,Darbhanga,Darbhanga Sadar Sub-Div,Keoti,Railway Overbridge (ROB) & Flyover Construction,GVR Infra Projects,"Er. S. N. Pandey (Site Camp, Keoti)","Er. Rajeshwar Prasad (Div Office, Darbhanga)",1622.85,35,4,204.66,11.7,2,0,5.5,137.7,11.4,0.3,51.16,35.5,16.3
BHR_SAM_2026_3016,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply - Samastipur Sadar (Samastipur),Bihar,Samastipur,Samastipur Sadar Sub-Division,Samastipur Sadar,Har Ghar Nal Ka Jal Mega Overhead Water Tank & Supply,GVR Infra Projects,"Er. Manoj Tiwary (Site Camp, Samastipur Sadar)","Er. M. P. Sinha (Div Office, Samastipur)",2808.27,21,27,2334.4,96.1,6,0,9.0,132.4,100.0,-3.9,86.46,56.8,33.7
BHR_KAI_2026_3017,Urban Storm Drainage & Flood Embankment Protection - Kaimur Sadar (Kaimur),Bihar,Kaimur,Kaimur Sadar Sub-Division,Kaimur Sadar,Urban Storm Drainage & Flood Embankment Protection,GVR Infra Projects,"Er. Vikash Kumar (Site Camp, Kaimur Sadar)","Er. M. P. Sinha (Div Office, Kaimur)",3118.34,40,14,751.22,25.3,1,0,8.7,122.4,35.0,-9.7,53.66,34.5,19.8
BHR_MUN_2026_3018,National/State Highway 4-Lane Road Work - Munger Rural Area (Munger),Bihar,Munger,Munger Rural Sub-Division,Munger Rural Area,National/State Highway 4-Lane Road Work,Afcons Infrastructure,"Er. R. K. Singh (Site Camp, Munger Rural Area)","Er. K. K. Jha (Div Office, Munger)",993.46,21,11,220.25,20.4,4,0,8.0,114.9,52.4,-31.9,20.02,49.0,36.2
BHR_SAR_2026_3019,Railway Double Line & Track Electrification Work - Saran (Chhapra) Rural Area (Saran (Chhapra)),Bihar,Saran (Chhapra),Saran (Chhapra) Rural Sub-Division,Saran (Chhapra) Rural Area,Railway Double Line & Track Electrification Work,GVR Infra Projects,"Er. S. N. Pandey (Site Camp, Saran (Chhapra) Rural Area)","Er. K. K. Jha (Div Office, Saran (Chhapra))",1098.46,27,7,193.78,20.0,1,0,3.8,115.2,25.9,-5.9,27.68,23.9,10.1
BHR_MUN_2026_3020,Urban Storm Drainage & Flood Embankment Protection - Munger South Block (Munger),Bihar,Munger,Munger Rural Sub-Division,Munger South Block,Urban Storm Drainage & Flood Embankment Protection,Dilip Buildcon Ltd.,"Er. S. N. Pandey (Site Camp, Munger South Block)","Er. Rajeshwar Prasad (Div Office, Munger)",3050.73,39,10,402.59,12.6,4,2,3.2,118.2,25.6,-13.1,40.26,65.3,33.8
BHR_WES_2026_3021,Railway Overbridge (ROB) & Flyover Construction - West Champaran (Bettiah) Sadar (West Champaran (Bettiah)),Bihar,West Champaran (Bettiah),West Champaran (Bettiah) Sadar Sub-Division,West Champaran (Bettiah) Sadar,Railway Overbridge (ROB) & Flyover Construction,NCC Limited,"Er. R. K. Singh (Site Camp, West Champaran (Bettiah) Sadar)","Er. Rajeshwar Prasad (Div Office, West Champaran (Bettiah))",1863.54,38,38,1478.63,80.6,4,1,5.5,137.0,100.0,-19.4,38.91,62.8,36.6
BHR_SAR_2026_3022,Railway Double Line & Track Electrification Work - Saran (Chhapra) Rural Area (Saran (Chhapra)),Bihar,Saran (Chhapra),Saran (Chhapra) Rural Sub-Division,Saran (Chhapra) Rural Area,Railway Double Line & Track Electrification Work,NCC Limited,"Er. R. K. Singh (Site Camp, Saran (Chhapra) Rural Area)","Er. M. P. Sinha (Div Office, Saran (Chhapra))",1503.55,31,26,1090.56,78.0,1,0,8.4,122.8,83.9,-5.9,41.94,33.4,20.8
BHR_JAM_2026_3023,Railway Double Line & Track Electrification Work - Jamui South Block (Jamui),Bihar,Jamui,Jamui Rural Sub-Division,Jamui South Block,Railway Double Line & Track Electrification Work,Bihar Dynamic Infra - Joint Venture,"Er. S. N. Pandey (Site Camp, Jamui South Block)","Er. Sunil Verma (Div Office, Jamui)",2642.21,58,51,1571.27,61.1,1,0,7.2,115.7,87.9,-26.8,30.81,36.4,24.6
BHR_BAN_2026_3024,National/State Highway 4-Lane Road Work - Banka East Block (Banka),Bihar,Banka,Banka Sadar Sub-Division,Banka East Block,National/State Highway 4-Lane Road Work,Tata Projects Ltd.,"Er. S. N. Pandey (Site Camp, Banka East Block)","Er. K. K. Jha (Div Office, Banka)",1371.82,23,4,164.09,13.3,5,0,3.3,111.9,17.4,-4.1,41.02,26.0,22.8
BHR_SIT_2026_3025,Urban Storm Drainage & Flood Embankment Protection - Sitamarhi North Block (Sitamarhi),Bihar,Sitamarhi,Sitamarhi Rural Sub-Division,Sitamarhi North Block,Urban Storm Drainage & Flood Embankment Protection,Bihar Dynamic Infra - Joint Venture,"Er. R. K. Singh (Site Camp, Sitamarhi North Block)","Er. Sunil Verma (Div Office, Sitamarhi)",3084.75,47,36,2231.44,59.5,0,0,8.6,122.7,76.6,-17.1,61.98,38.4,14.0
BHR_AUR_2026_3026,Railway Double Line & Track Electrification Work - Aurangabad West Block (Aurangabad),Bihar,Aurangabad,Aurangabad Sadar Sub-Division,Aurangabad West Block,Railway Double Line & Track Electrification Work,L&T Infrastructure Limited,"Er. R. K. Singh (Site Camp, Aurangabad West Block)","Er. K. K. Jha (Div Office, Aurangabad)",155.24,52,10,28.88,14.7,1,2,8.5,137.6,19.2,-4.5,2.89,63.0,32.6
BHR_BHA_2026_3027,Railway Overbridge (ROB) & Flyover Construction - Kahalgaon (Bhagalpur),Bihar,Bhagalpur,Kahalgaon Sub-Div,Kahalgaon,Railway Overbridge (ROB) & Flyover Construction,Tata Projects Ltd.,"Er. R. K. Singh (Site Camp, Kahalgaon)","Er. Rajeshwar Prasad (Div Office, Bhagalpur)",3294.68,29,25,2239.34,66.7,1,0,8.6,127.5,86.2,-19.5,89.57,42.4,25.0
BHR_AUR_2026_3028,Railway Double Line & Track Electrification Work - Aurangabad North Block (Aurangabad),Bihar,Aurangabad,Aurangabad Rural Sub-Division,Aurangabad North Block,Railway Double Line & Track Electrification Work,Afcons Infrastructure,"Er. Vikash Kumar (Site Camp, Aurangabad North Block)","Er. M. P. Sinha (Div Office, Aurangabad)",2845.18,56,24,953.57,27.3,3,1,4.3,121.3,42.9,-15.5,39.73,51.6,27.5
BHR_SIW_2026_3029,National/State Highway 4-Lane Road Work - Siwan Rural Area (Siwan),Bihar,Siwan,Siwan Rural Sub-Division,Siwan Rural Area,National/State Highway 4-Lane Road Work,Bihar Dynamic Infra - Joint Venture,"Er. Vikash Kumar (Site Camp, Siwan Rural Area)","Er. K. K. Jha (Div Office, Siwan)",3748.35,45,47,2736.29,51.1,0,1,3.1,114.1,100.0,-48.9,58.22,39.9,26.7
BHR_SHE_2026_3030,National/State Highway 4-Lane Road Work - Sheohar Rural Area (Sheohar),Bihar,Sheohar,Sheohar Rural Sub-Division,Sheohar Rural Area,National/State Highway 4-Lane Road Work,Patel Engineering,"Er. Manoj Tiwary (Site Camp, Sheohar Rural Area)","Er. Rajeshwar Prasad (Div Office, Sheohar)",1908.3,56,24,569.18,29.2,2,1,8.5,133.1,42.9,-13.7,23.72,58.4,29.7
BHR_PAT_2026_3031,Urban Storm Drainage & Flood Embankment Protection - Bakhtiarpur (Patna),Bihar,Patna,Barh Sub-Div,Bakhtiarpur,Urban Storm Drainage & Flood Embankment Protection,GVR Infra Projects,"Er. S. N. Pandey (Site Camp, Bakhtiarpur)","Er. M. P. Sinha (Div Office, Patna)",1569.66,21,13,635.37,43.8,1,0,8.1,117.1,61.9,-18.1,48.87,36.0,21.4
BHR_JAM_2026_3032,Railway Double Line & Track Electrification Work - Jamui South Block (Jamui),Bihar,Jamui,Jamui Rural Sub-Division,Jamui South Block,Railway Double Line & Track Electrification Work,Tata Projects Ltd.,"Er. A. K. Mishra (Site Camp, Jamui South Block)","Er. Rajeshwar Prasad (Div Office, Jamui)",642.64,39,8,139.39,19.8,5,0,5.2,122.7,20.5,-0.7,17.42,42.6,22.9
BHR_KAT_2026_3033,Urban Storm Drainage & Flood Embankment Protection - Katihar West Block (Katihar),Bihar,Katihar,Katihar Sadar Sub-Division,Katihar West Block,Urban Storm Drainage & Flood Embankment Protection,Patel Engineering,"Er. Vikash Kumar (Site Camp, Katihar West Block)","Er. Rajeshwar Prasad (Div Office, Katihar)",2289.6,59,48,2061.79,63.6,2,0,9.5,134.3,81.4,-17.7,42.95,49.4,30.4
BHR_EAS_2026_3034,Railway Double Line & Track Electrification Work - Banjariya (East Champaran (Motihari)),Bihar,East Champaran (Motihari),Motihari Sadar Sub-Div,Banjariya,Railway Double Line & Track Electrification Work,Tata Projects Ltd.,"Er. A. K. Mishra (Site Camp, Banjariya)","Er. K. K. Jha (Div Office, East Champaran (Motihari))",429.94,41,38,201.39,44.9,2,0,3.3,137.6,92.7,-47.8,5.3,51.0,28.9
BHR_MAD_2026_3035,Urban Storm Drainage & Flood Embankment Protection - Madhubani East Block (Madhubani),Bihar,Madhubani,Madhubani Sadar Sub-Division,Madhubani East Block,Urban Storm Drainage & Flood Embankment Protection,Tata Projects Ltd.,"Er. S. N. Pandey (Site Camp, Madhubani East Block)","Er. K. K. Jha (Div Office, Madhubani)",2668.14,23,20,1819.19,60.0,3,3,7.8,137.2,87.0,-26.9,90.96,90.8,55.3
BHR_BHO_2026_3036,Railway Double Line & Track Electrification Work - Bhojpur Sadar (Bhojpur),Bihar,Bhojpur,Bhojpur Sadar Sub-Division,Bhojpur Sadar,Railway Double Line & Track Electrification Work,Bihar Dynamic Infra - Joint Venture,"Er. Manoj Tiwary (Site Camp, Bhojpur Sadar)","Er. Sunil Verma (Div Office, Bhojpur)",3545.45,54,17,763.75,16.2,4,0,5.8,113.4,31.5,-15.3,44.93,39.1,23.9
BHR_KAT_2026_3037,Railway Overbridge (ROB) & Flyover Construction - Katihar Sadar (Katihar),Bihar,Katihar,Katihar Sadar Sub-Division,Katihar Sadar,Railway Overbridge (ROB) & Flyover Construction,Dilip Buildcon Ltd.,"Er. Vikash Kumar (Site Camp, Katihar Sadar)","Er. K. K. Jha (Div Office, Katihar)",1461.79,57,35,475.8,27.2,4,0,8.8,119.4,61.4,-34.2,13.59,47.7,37.9
BHR_KIS_2026_3038,Railway Overbridge (ROB) & Flyover Construction - Kishanganj West Block (Kishanganj),Bihar,Kishanganj,Kishanganj Sadar Sub-Division,Kishanganj West Block,Railway Overbridge (ROB) & Flyover Construction,Afcons Infrastructure,"Er. S. N. Pandey (Site Camp, Kishanganj West Block)","Er. Sunil Verma (Div Office, Kishanganj)",386.57,21,15,297.73,53.2,4,2,5.8,119.1,71.4,-18.2,19.85,70.8,42.4
BHR_SHE_2026_3039,National/State Highway 4-Lane Road Work - Sheohar Rural Area (Sheohar),Bihar,Sheohar,Sheohar Rural Sub-Division,Sheohar Rural Area,National/State Highway 4-Lane Road Work,GVR Infra Projects,"Er. A. K. Mishra (Site Camp, Sheohar Rural Area)","Er. Rajeshwar Prasad (Div Office, Sheohar)",2577.23,20,17,2373.26,77.7,5,0,6.9,110.7,85.0,-7.3,139.6,40.7,25.7
